code,name,start_date,end_date
600198,大唐电信,2005-04-08,2007-07-02
600200,江苏吴中,2005-07-01,2006-07-03
600200,江苏吴中,2007-01-04,2007-10-23
600205,山东铝业,2005-04-08,2007-04-30
600207,安彩高科,2005-04-08,2007-01-04
600208,中宝股份,2007-07-02,2021-06-15
600210,紫江企业,2005-04-08,2011-07-01
600215,长春经开,2005-04-08,2007-01-04
600216,浙江医药,2009-07-01,2014-12-15
600219,南山铝业,2007-07-02,2014-12-15
600219,南山铝业,2017-12-11,2020-12-14
600219,南山铝业,2022-06-13,
600220,江苏阳光,2005-04-08,2012-01-04
600221,海航控股,2005-04-08,2020-12-14
600221,海航控股,2026-06-15,
600228,昌九生化,2005-04-08,2005-07-01
600231,凌钢股份,2005-04-08,2007-03-15
600233,圆通速递,2017-06-12,2021-12-13
600233,圆通速递,2022-12-12,
600236,桂冠电力,2005-04-08,2011-01-04
600239,云南城投,2010-01-04,2012-01-04
600246,万通地产,2010-01-04,2011-01-04
600251,冠农股份,2009-01-05,2011-01-04
600252,中恒集团,2012-01-04,2017-06-12
600256,广汇股份,2005-04-08,2017-12-11
600259,广晟有色,2012-01-04,2014-12-15
600266,北京城建,2005-04-08,2014-06-16
600267,海正药业,2005-07-01,2007-07-02
600267,海正药业,2011-07-01,2015-06-15
600269,赣粤高速,2005-04-08,2012-01-04
600270,外运发展,2005-04-08,2010-07-01
600271,航天信息,2005-04-08,2005-07-01
600271,航天信息,2006-04-17,2021-06-15
600276,恒瑞医药,2006-07-03,2007-01-04
600276,恒瑞医药,2009-07-01,2010-07-01
600276,恒瑞医药,2011-01-04,
600277,亿利能源,2014-06-16,2015-12-14
600282,南钢股份,2005-04-08,2011-01-04
600296,兰州铝业,2005-04-08,2007-04-30
600297,广汇汽车,2016-12-12,2021-06-15
600299,星新材料,2006-07-03,2008-01-02
600299,星新材料,2009-01-05,2010-01-04
600299,星新材料,2019-06-17,2021-12-13
600300,维维股份,2010-07-01,2012-01-04
600307,酒钢宏兴,2005-04-08,2013-01-04
600308,华泰股份,2005-04-08,2010-01-04
600309,万华化学,2005-04-08,
600312,平高电气,2007-01-04,2008-01-02
600312,平高电气,2010-01-04,2012-01-04
600315,上海家化,2012-07-02,2016-06-13
600316,洪都航空,2007-01-04,2015-12-14
600317,营口港,2015-06-15,2016-12-12
600320,振华港机,2005-04-08,2013-01-04
600325,华发股份,2008-01-02,2011-07-01
600331,宏达股份,2006-01-04,2013-07-01
600332,广州药业,2007-01-04,2007-07-02
600332,广州药业,2013-07-01,2025-12-15
600333,长春燃气,2005-04-08,2007-05-29
600339,天利高新,2006-01-04,2006-11-10
600339,天利高新,2018-06-11,2019-12-16
600340,华夏幸福,2013-01-04,2021-12-13
600346,恒力石化,2018-06-11,
600348,国阳新能,2005-04-08,2015-12-14
600350,山东基建,2005-04-08,2011-07-01
600350,山东基建,2015-12-14,2016-06-13
600352,浙江龙盛,2009-07-01,2022-12-12
600357,承德钒钛,2005-04-08,2010-01-04
600361,G综超,2006-07-03,2008-01-02
600362,江西铜业,2005-04-08,
600369,西南证券,2010-01-04,2021-06-15
600372,中航机载,2012-01-04,2020-12-14
600372,中航机载,2023-12-11,
600373,中文传媒,2014-12-15,2018-12-17
600376,首开股份,2008-07-01,2014-12-15
600376,首开股份,2016-06-13,2018-12-17
600377,宁沪高速,2005-04-08,2007-07-02
600377,宁沪高速,2008-01-02,2009-01-05
600377,宁沪高速,2024-12-16,2026-06-15
600380,健康元,2005-07-01,2006-07-03
600380,健康元,2007-12-26,2012-07-02
600383,金地集团,2006-01-04,2023-12-11
600390,五矿资本,2017-12-11,2021-06-15
600395,盘江股份,2009-07-01,2015-06-15
600398,海澜之家,2014-12-15,2016-12-12
600398,海澜之家,2018-06-11,2020-12-14
600399,抚顺特钢,2006-01-04,2007-01-04
600403,大有能源,2013-07-01,2014-12-15
600406,国电南瑞,2006-07-03,2007-01-04
600406,国电南瑞,2011-01-04,
600408,安泰集团,2005-04-08,2007-01-04
600410,G华胜,2006-07-03,2008-01-02
600415,小商品城,2006-07-03,2019-12-16
600415,小商品城,2024-06-17,
600418,G江汽,2006-01-04,2013-01-04
600426,华鲁恒升,2009-01-05,2011-01-04
600426,华鲁恒升,2021-06-15,
600428,中远航运,2005-04-08,2012-07-02
600432,吉恩镍业,2007-01-04,2013-12-16
600436,片仔癀,2013-07-01,2015-06-15
600436,片仔癀,2017-06-12,
600438,通威股份,2018-06-11,
600446,金证股份,2016-06-13,2017-12-11
600456,G宝钛,2006-07-03,2013-07-01
600460,士兰微,2006-07-03,2008-01-02
600460,士兰微,2022-06-13,
600472,包头铝业,2007-01-04,2007-12-26
600481,双良节能,2011-01-04,2012-07-02
600482,中国动力,2016-12-12,2021-12-13
600482,中国动力,2024-12-16,
600485,信威集团,2014-12-15,2018-06-11
600487,亨通光电,2018-06-11,2021-06-15
600489,中金黄金,2005-04-08,2005-07-01
600489,中金黄金,2007-01-04,2022-12-12
600489,中金黄金,2023-12-11,
600497,驰宏锌锗,2007-01-04,2015-12-14
600498,G烽火,2006-07-03,2008-01-02
600498,G烽火,2012-01-04,2015-06-15
600498,G烽火,2016-12-12,2021-06-15
600500,中化国际,2005-04-08,2013-01-04
600501,航天晨光,2007-04-30,2008-07-01
600508,上海能源,2005-04-08,2013-12-16
600515,海南机场,2023-12-11,
600516,方大炭素,2009-07-01,2015-12-14
600516,方大炭素,2018-06-11,2020-12-14
600517,置信电气,2010-01-04,2012-01-04
600518,康美药业,2009-07-01,2019-06-17
600519,贵州茅台,2005-04-08,
600521,G华海,2006-07-03,2008-01-02
600521,G华海,2021-06-15,2021-12-13
600522,中天科技,2017-06-12,2021-12-13
600522,中天科技,2025-12-15,
600528,中铁二局,2007-07-02,2014-06-16
600535,G天士力,2006-07-03,2009-01-05
600535,G天士力,2011-01-04,2020-06-15
600546,山煤国际,2011-01-04,2014-12-15
600547,山东黄金,2007-01-04,
600548,深高速,2005-04-08,2007-07-02
600548,深高速,2008-01-02,2010-01-04
600549,厦门钨业,2006-07-03,2016-06-13
600549,厦门钨业,2017-02-10,2019-06-17
600549,厦门钨业,2026-06-15,
600550,G天威,2006-01-04,2013-12-16
600566,济川药业,2018-12-17,2020-06-15
600569,安阳钢铁,2005-04-08,2011-01-04
600570,恒生电子,2014-12-15,
600578,G京能,2006-07-03,2007-01-04
600578,G京能,2014-12-15,2016-12-12
600581,八一钢铁,2005-04-08,2007-01-04
600582,天地科技,2009-07-01,2010-07-01
600582,天地科技,2011-01-04,2012-07-02
600582,天地科技,2013-01-04,2014-06-16
600582,天地科技,2016-06-13,2017-06-12
600583,海油工程,2005-04-08,2020-12-14
600584,长电科技,2020-12-14,
600585,海螺水泥,2005-04-08,
600588,用友网络,2006-07-03,2008-01-02
600588,用友网络,2009-01-05,
600591,上海航空,2005-04-08,2009-07-01
600595,中孚实业,2008-01-02,2013-01-04
600596,新安股份,2007-01-04,2011-07-01
600597,光明乳业,2005-04-08,2011-07-01
600597,光明乳业,2013-12-16,2015-12-14
600598,北大荒,2005-04-08,2014-06-16
600600,青岛啤酒,2005-04-08,2016-12-12
600600,青岛啤酒,2020-12-14,
600601,方正科技,2005-04-08,2011-07-01
600602,广电电子,2005-04-08,2007-07-02
600606,绿地控股,2016-06-13,2024-06-17
600608,上海科技,2005-04-08,2006-07-03
600611,大众交通,2008-01-02,2011-07-01
600616,G食品,2006-07-03,2010-01-04
600621,上海金陵,2005-04-08,2007-01-04
600627,上电股份,2006-04-17,2007-07-02
600628,G新世界,2006-07-03,2009-01-05
600630,龙头股份,2005-04-08,2006-01-04
600631,百联股份,2005-04-08,2011-08-08
600633,浙报传媒,2014-06-16,2016-06-13
600635,大众公用,2005-04-08,2012-07-02
600637,广电信息,2005-04-08,2007-07-02
600637,广电信息,2013-01-04,2021-06-15
600638,新黄浦,2005-04-08,2006-01-04
600638,新黄浦,2008-01-02,2010-07-01
600639,浦东金桥,2005-04-08,2010-07-01
600641,中远发展,2005-04-08,2005-07-01
600642,申能股份,2005-04-08,2016-12-12
600643,爱建股份,2005-04-08,2011-01-04
600648,外高桥,2010-01-04,2010-07-01
600648,外高桥,2013-12-16,2017-06-12
600649,原水股份,2005-04-08,2018-06-11
600652,爱使股份,2005-04-08,2007-01-04
600653,申华控股,2005-04-08,2010-01-04
600654,飞乐股份,2005-04-08,2007-01-04
600654,飞乐股份,2016-12-12,2017-06-12
600655,G豫园,2006-07-03,2015-06-15
600655,G豫园,2019-12-16,2022-12-12
600657,信达地产,2010-01-04,2011-07-01
600660,福耀玻璃,2005-04-08,
600662,强生控股,2005-04-08,2008-07-01
600663,陆家嘴,2005-04-08,2011-07-01
600663,陆家嘴,2013-12-16,2018-12-17
600663,陆家嘴,2019-06-17,2020-06-15
600664,哈药股份,2009-01-05,2015-06-15
600666,奥瑞德,2016-06-13,2017-06-12
600674,川投能源,2005-04-08,2007-01-04
600674,川投能源,2009-01-05,2020-12-14
600674,川投能源,2022-12-12,
600675,中华企业,2005-04-08,2012-01-04
600682,南京新百,2017-06-12,2018-12-17
600685,广船国际,2007-07-02,2010-07-29
600685,广船国际,2016-06-13,2018-06-11
600688,上海石化,2005-04-08,2011-01-04
600688,上海石化,2013-12-16,2019-12-16
600690,海尔智家,2005-04-08,
600694,大商股份,2005-04-08,2014-06-16
600703,三安光电,2011-01-04,2021-12-13
600704,物产中大,2016-06-13,2019-12-16
600705,北亚集团,2005-04-08,2006-07-03
600705,北亚集团,2013-12-16,2021-12-13
600707,彩虹股份,2005-04-08,2006-07-03
600710,常林股份,2005-04-08,2005-07-01
600717,天津港,2005-04-08,2012-01-04
600717,天津港,2015-06-15,2016-06-13
600718,东软股份,2005-04-08,2009-01-05
600718,东软股份,2009-07-01,2017-12-11
600724,宁波富达,2005-04-08,2007-05-18
600726,华电能源,2005-04-08,2006-07-03
600732,爱旭股份,2023-06-12,2024-12-16
600733,北汽蓝谷,2019-06-17,2020-06-15
600737,中粮屯河,2009-01-05,2012-07-02
600737,中粮屯河,2016-06-13,2017-12-11
600739,辽宁成大,2005-04-08,2019-06-17
600740,山西焦化,2005-07-01,2007-01-04
600741,华域汽车,2005-04-08,
600744,华银电力,2005-04-08,2006-07-03
600745,闻泰科技,2020-06-15,2025-06-16
600747,大显股份,2005-04-08,2009-07-01
600748,上实发展,2005-04-08,2005-07-01
600748,上实发展,2007-01-04,2011-07-01
600754,G锦江,2006-07-03,2008-07-01
600754,G锦江,2016-12-12,2017-06-12
600754,G锦江,2023-06-12,2024-06-17
600757,华源发展,2005-04-08,2005-07-01
600760,中航沈飞,2018-12-17,
600761,安徽合力,2005-04-08,2005-07-01
600761,安徽合力,2007-01-04,2009-07-01
600763,通策医疗,2020-12-14,2023-12-11
600770,综艺股份,2005-04-08,2010-01-04
600770,综艺股份,2012-01-04,2013-07-01
600779,全兴股份,2005-04-08,2013-12-16
600780,通宝能源,2005-04-08,2009-07-01
600782,新钢股份,2009-07-01,2010-07-01
600783,鲁信创投,2012-01-04,2017-06-12
600786,东方锅炉,2005-07-01,2008-03-11
600787,中储股份,2007-01-04,2009-01-05
600790,轻纺城,2005-04-08,2006-07-03
600795,国电电力,2005-04-08,
600797,浙大网新,2005-04-08,2009-01-05
600803,新奥股份,2022-12-12,
600804,鹏博士,2008-07-01,2018-12-17
600805,悦达投资,2005-04-08,2006-07-03
600808,马钢股份,2005-04-08,2012-07-02
600809,山西汾酒,2006-07-03,2015-12-14
600809,山西汾酒,2018-06-11,
600811,东方集团,2005-04-08,2014-06-16
600812,华北制药,2005-04-08,2013-01-04
600816,安信信托,2009-07-01,2010-07-01
600816,安信信托,2016-06-13,2020-06-15
600820,隧道股份,2005-04-08,2011-01-04
600820,隧道股份,2015-12-14,2018-12-17
600823,世茂股份,2011-01-04,2012-01-04
600827,友谊股份,2011-08-08,2012-01-04
600827,友谊股份,2012-07-02,2018-06-11
600832,东方明珠,2005-04-08,2015-05-15
600834,G申地铁,2006-07-03,2007-07-02
600835,上海机电,2005-04-08,2011-01-04
600837,都市股份,2007-07-02,2025-02-07
600838,上海九百,2005-04-08,2005-07-01
600839,四川长虹,2005-04-08,2017-06-12
600845,宝信软件,2020-12-14,
600848,上海临港,2019-12-16,2022-06-13
600849,上海医药,2005-04-08,2008-07-01
600851,海欣股份,2005-04-08,2009-01-05
600854,春兰股份,2005-04-08,2007-01-04
600859,王府井,2007-07-02,2008-01-02
600859,王府井,2008-07-01,2010-07-01
600859,王府井,2011-07-01,2014-06-16
600863,内蒙华电,2005-04-08,2009-07-01
600863,内蒙华电,2010-07-01,2016-12-12
600866,星湖科技,2005-04-08,2006-07-03
600867,通化东宝,2014-06-16,2017-06-12
600867,通化东宝,2018-06-11,2020-12-14
600868,梅雁股份,2005-04-08,2008-07-01
600871,仪征化纤,2005-04-08,2007-07-02
600871,仪征化纤,2016-06-13,2018-06-11
600872,中炬高新,2020-12-14,2022-06-13
600873,梅花集团,2012-01-04,2017-06-12
600874,创业环保,2005-04-08,2010-07-01
600875,东方电气,2006-07-03,2017-06-12
600875,东方电气,2023-06-12,
600879,火箭股份,2005-04-08,2012-07-02
600880,博瑞传播,2014-06-16,2015-06-15
600881,亚泰集团,2005-04-08,2013-12-16
600884,杉杉股份,2005-04-08,2007-07-02
600884,杉杉股份,2022-12-12,2023-12-11
600886,国投电力,2005-04-08,2011-01-04
600886,国投电力,2013-01-04,
600887,伊利股份,2005-04-08,2009-07-01
600887,伊利股份,2011-01-04,
600893,航发动力,2011-01-04,
600894,广钢股份,2005-04-08,2007-01-23
600895,张江高科,2005-04-08,2014-12-15
600895,张江高科,2015-12-14,2018-06-11
600900,长江电力,2005-04-08,
600905,三峡能源,2021-12-13,
600909,华安证券,2017-06-12,2019-06-17
600918,中泰证券,2020-12-14,
600919,江苏银行,2017-06-12,
600926,杭州银行,2017-06-12,
600928,西安银行,2019-12-16,2020-12-14
600930,华电新能,2025-12-15,
600938,中国海油,2023-12-11,
600941,中国移动,2022-06-13,
600958,东方证券,2015-06-15,
600959,江苏有线,2015-12-14,2018-12-17
600961,株冶火炬,2005-07-01,2006-01-04
600961,株冶火炬,2007-07-02,2009-07-01
600968,海油发展,2019-12-16,2020-12-14
600970,中材国际,2006-07-03,2007-07-02
600970,中材国际,2009-07-01,2014-06-16
600971,恒源煤电,2011-07-01,2014-06-16
600977,中国电影,2017-06-12,2020-12-14
600978,宜华木业,2008-01-02,2009-07-01
600989,宝丰能源,2019-12-16,
600997,开滦股份,2005-04-08,2014-06-16
600998,九州通,2011-07-01,2012-01-04
600998,九州通,2014-06-16,2016-12-12
600998,九州通,2018-12-17,2021-06-15
600999,招商证券,2010-07-01,
601001,大同煤业,2007-01-04,2014-06-16
601002,晋亿实业,2007-07-02,2008-07-01
601003,柳钢股份,2008-01-02,2009-07-01
601003,柳钢股份,2010-07-01,2011-01-04
601005,重庆钢铁,2008-01-02,2010-01-04
601006,大秦铁路,2006-08-15,
601009,南京银行,2008-01-02,
601012,隆基绿能,2017-12-11,
601016,节能风电,2015-12-14,2016-12-12
601018,宁波港,2011-07-01,2020-12-14
601018,宁波港,2025-12-15,
601021,春秋航空,2015-06-15,
601058,赛轮轮胎,2025-02-07,
601059,信达证券,2023-12-11,
601066,中信建投,2018-12-17,
601077,渝农商行,2020-06-15,2021-12-13
601077,渝农商行,2025-06-16,
601088,中国神华,2007-10-23,
601098,中南传媒,2011-07-01,2016-12-12
601099,太平洋,2010-01-04,2011-07-01
601099,太平洋,2012-01-04,2014-06-16
601099,太平洋,2015-06-15,2018-12-17
601100,恒立液压,2020-06-15,
601101,昊华能源,2011-01-04,2014-06-16
601106,中国一重,2011-01-04,2014-06-16
601106,中国一重,2015-06-15,2016-12-12
601107,四川成渝,2010-01-04,2012-01-04
601108,财通证券,2018-06-11,2022-06-13
601111,中国国航,2007-01-04,
601117,中国化学,2010-07-01,2016-12-12
601117,中国化学,2017-06-12,2021-06-15
601117,中国化学,2022-06-13,
601118,海南橡胶,2011-07-01,2018-06-11
601127,赛力斯,2016-12-12,2017-12-11
601127,赛力斯,2024-12-16,
601136,首创证券,2024-12-16,
601138,工业富联,2018-12-17,
601139,深圳燃气,2010-07-01,2011-07-01
601139,深圳燃气,2013-07-01,2014-12-15
601155,新城控股,2016-12-12,2024-06-17
601158,重庆水务,2011-01-04,2016-06-13
601162,天风证券,2019-06-17,2022-06-13
601163,三角轮胎,2017-06-12,2018-06-11
601166,兴业银行,2007-02-26,
601168,西部矿业,2008-01-02,2015-12-14
601169,北京银行,2008-01-02,
601179,中国西电,2010-07-01,2013-07-01
601179,中国西电,2014-06-16,2016-12-12
601186,中国铁建,2009-01-05,
601198,东兴证券,2015-12-14,2021-06-15
601211,国泰海通,2015-12-14,
601212,白银有色,2017-12-11,2020-12-14
601216,内蒙君正,2012-01-04,2013-07-01
601216,内蒙君正,2014-06-16,2023-12-11
601225,陕西煤业,2014-06-16,
601228,广州港,2017-12-11,2019-12-16
601229,上海银行,2017-06-12,
601231,环旭电子,2013-12-16,2016-06-13
601231,环旭电子,2020-06-15,2022-06-13
601233,桐昆股份,2012-01-04,2013-07-01
601236,红塔证券,2019-12-16,2026-06-15
601238,广汽集团,2013-01-04,2014-12-15
601238,广汽集团,2015-12-14,2016-06-13
601238,广汽集团,2018-06-11,
601258,庞大集团,2012-01-04,2017-06-12
601268,二重重装,2011-01-04,2013-01-04
601288,农业银行,2010-07-29,
601298,青岛港,2019-06-17,2020-12-14
601298,青岛港,2025-08-13,2026-06-15
601299,中国北车,2010-07-01,2015-05-15
601318,中国平安,2007-03-15,
601319,中国人保,2019-06-17,
601328,交通银行,2007-05-29,
601333,广深铁路,2007-07-02,2019-06-17
601336,新华保险,2012-07-02,
601360,三六零,2018-06-11,
601369,陕鼓动力,2011-01-04,2014-06-16
601375,中原证券,2017-06-12,2018-06-11
601377,兴业证券,2011-07-01,
601390,中国中铁,2008-07-01,
601398,工商银行,2006-11-10,
601456,国联民生,2025-12-15,
601519,大智慧,2011-07-01,2012-07-02
601555,东吴证券,2012-07-02,2021-12-13
601558,华锐风电,2011-07-01,2013-07-01
601566,九牧王,2012-07-02,2013-01-04
601577,长沙银行,2019-06-17,2021-06-15
601588,北辰实业,2007-07-02,2011-01-04
601600,中国铝业,2007-04-30,
601601,中国太保,2008-07-01,
601607,上海医药,2010-07-01,2022-06-13
601607,上海医药,2023-06-12,
601608,中信重工,2015-12-14,2018-06-11
601611,中国核建,2016-12-12,2019-06-17
601615,明阳智能,2022-12-12,2024-06-17
601618,中国中冶,2010-01-04,
601628,中国人寿,2007-01-23,
601633,长城汽车,2012-07-02,
601658,邮储银行,2020-06-15,
601666,平煤天安,2007-07-02,2014-12-15
601668,中国建筑,2010-01-04,
601669,中国电建,2012-07-02,
601688,华泰证券,2010-07-01,
601689,拓普集团,2022-12-12,
601696,中银证券,2020-12-14,2022-06-13
601698,中国卫通,2019-12-16,
601699,潞安环能,2007-07-02,2016-06-13
601699,潞安环能,2023-06-12,2025-12-15
601717,郑煤机,2011-07-01,2014-06-16
601718,际华集团,2011-07-01,2013-01-04
601718,际华集团,2015-12-14,2018-12-17
601727,上海电气,2009-07-01,2012-07-02
601727,上海电气,2014-12-15,2021-12-13
601727,上海电气,2026-06-15,
601728,中国电信,2021-12-13,
601766,中国中车,2009-07-01,
601788,光大证券,2010-07-01,2013-12-16
601788,光大证券,2015-06-15,
601799,星宇股份,2021-06-15,2025-12-15
601800,中国交建,2013-01-04,
601801,皖新传媒,2010-07-01,2011-01-04
601808,中海油服,2008-01-02,2016-12-12
601808,中海油服,2018-06-11,2026-06-15
601816,京沪高铁,2020-06-15,
601818,光大银行,2011-01-04,
601825,沪农商行,2022-06-13,2022-12-12
601825,沪农商行,2025-06-16,
601828,美凯龙,2018-06-11,2020-12-14
601838,成都银行,2018-06-11,
601857,中国石油,2007-11-19,
601865,福莱特,2021-12-13,2025-12-15
601866,中海集运,2008-07-01,2018-12-17
601868,中国能建,2021-12-13,
601872,招商轮船,2007-07-02,2011-01-04
601872,招商轮船,2015-12-14,2018-06-11
601872,招商轮船,2020-12-14,2021-12-13
601872,招商轮船,2023-06-12,
601877,正泰电器,2010-07-01,2011-07-01
601877,正泰电器,2016-12-12,
601878,浙商证券,2017-12-11,
601881,中国银河,2017-06-12,
601888,中国中免,2010-07-01,
601898,中煤能源,2008-07-01,2016-12-12
601898,中煤能源,2017-12-11,2020-12-14
601898,中煤能源,2021-12-13,
601899,紫金矿业,2009-01-05,
601901,方正证券,2012-07-02,
601916,浙商银行,2020-06-15,2022-12-12
601916,浙商银行,2023-12-11,
601918,国投新集,2008-07-01,2014-12-15
601919,中远海控,2008-01-02,2013-01-04
601919,中远海控,2015-06-15,
601928,凤凰传媒,2012-07-02,2017-06-12
601929,吉视传媒,2014-06-16,2015-12-14
601933,永辉超市,2011-07-01,2022-06-13
601939,建设银行,2008-07-01,
601958,金钼股份,2009-01-05,2018-12-17
601966,玲珑轮胎,2017-06-12,2018-06-11
601966,玲珑轮胎,2021-12-13,2023-06-12
601969,海南矿业,2015-06-15,2016-06-13
601985,中国核电,2015-12-14,
601988,中国银行,2006-07-19,
601989,中国重工,2010-07-01,2025-08-13
601990,南京证券,2020-12-14,2022-06-13
601991,大唐发电,2007-07-02,2011-01-04
601991,大唐发电,2012-01-04,2013-01-04
601991,大唐发电,2013-07-01,2014-12-15
601991,大唐发电,2015-06-15,2016-12-12
601991,大唐发电,2017-12-11,2019-06-17
601992,金隅股份,2012-01-04,2016-12-12
601992,金隅股份,2017-06-12,2020-12-14
601995,中金公司,2021-06-15,
601997,贵阳银行,2017-06-12,2020-12-14
601998,中信银行,2007-05-18,
603000,人民网,2013-12-16,2017-06-12
603019,中科曙光,2019-06-17,
603087,甘李药业,2020-12-14,2022-12-12
603156,养元饮品,2018-12-17,2021-06-15
603160,汇顶科技,2017-06-12,2022-12-12
603185,上机数控,2022-06-13,2023-12-11
603195,公牛集团,2020-12-14,2026-06-15
603233,大参林,2021-06-15,2022-06-13
603259,药明康德,2018-12-17,
603260,合盛硅业,2018-06-11,2020-12-14
603260,合盛硅业,2021-12-13,
603288,海天味业,2014-12-15,2016-06-13
603288,海天味业,2018-06-11,
603290,斯达半导,2022-06-13,2024-06-17
603296,华勤技术,2024-06-17,
603338,浙江鼎力,2021-06-15,2022-06-13
603369,今世缘,2020-06-15,
603392,万泰生物,2020-12-14,
603486,科沃斯,2021-12-13,2024-06-17
603501,豪威集团,2019-12-16,
603517,绝味食品,2021-06-15,2022-06-13
603658,安图生物,2020-06-15,2022-06-13
603659,璞泰来,2021-06-15,2025-06-16
603699,纽威股份,2014-06-16,2015-06-15
603799,华友钴业,2017-12-11,
603806,福斯特,2021-06-15,2025-12-15
603833,欧派家居,2017-12-11,2025-12-15
603858,步长制药,2017-06-12,2019-12-16
603882,金域医学,2021-06-15,2023-06-12
603885,吉祥航空,2015-12-14,2017-06-12
603893,瑞芯微,2025-12-15,
603899,晨光文具,2019-12-16,2024-12-16
603939,益丰药房,2021-06-15,2022-06-13
603986,兆易创新,2018-12-17,
603993,洛阳钼业,2013-07-01,
605117,德业股份,2022-12-12,
605499,东鹏饮料,2021-12-13,
688005,容百科技,2022-06-13,2023-12-11
688008,澜起科技,2020-12-14,
688009,中国通号,2020-12-14,2022-06-13
688009,中国通号,2024-06-17,
688012,中微公司,2020-12-14,
688036,传音控股,2020-12-14,
688041,海光信息,2023-12-11,
688047,龙芯中科,2025-06-16,
688065,凯赛生物,2022-06-13,2024-06-17
688072,拓荆科技,2026-06-15,
688082,盛美上海,2024-06-17,
688111,金山办公,2021-06-15,
688126,沪硅产业,2021-06-15,
688169,石头科技,2021-06-15,2023-06-12
688169,石头科技,2024-12-16,2026-06-15
688183,生益电子,2026-06-15,
688187,时代电气,2022-12-12,2026-06-15
688223,晶科能源,2023-06-12,
688256,寒武纪,2023-12-11,
688271,联影医疗,2023-12-11,
688303,大全能源,2022-12-12,
688363,华熙生物,2021-06-15,2024-12-16
688396,华润微,2021-06-15,
688472,阿特斯,2024-12-16,
688506,百利天恒,2024-12-16,
688521,芯原股份,2026-06-15,
688561,奇安信-U,2021-12-13,2024-06-17
688599,天合光能,2021-12-13,2025-12-15
688981,中芯国际,2021-12-13,
